,r_fighter,b_fighter,r_odds,b_odds,date_x,location,country,winner_x,title_bout,weight_class,gender,winner_resolved,location_resolved,r_reach,r_height,b_reach,b_height,win_type,last_round,match_type,match_length,referee,date_y,winner_y,reach_win,height_win
34,kevin aguilar,zubaira tukhugov,-115,-105,2020-02-22,"Auckland, New Zealand", new zealand,Blue,FALSE,Featherweight,male,,auckland,73,5'7,68,5'8,ko/tko,1,3 rnd (5-5-5),00:03:21,keith peterson,2020-02-22,zubaira tukhugov,False,True
35,jake matthews,emil meek,-200,170,2020-02-22,"Auckland, New Zealand", new zealand,Red,FALSE,Welterweight,male,,auckland,73,5'11,74,5'11,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-22,jake matthews,False,True
36,callan potter,song kenan,170,-200,2020-02-22,"Auckland, New Zealand", new zealand,Blue,FALSE,Welterweight,male,,auckland,72,6'0,71,6'0,ko/tko,1,3 rnd (5-5-5),00:02:20,keith peterson,2020-02-22,song kenan,False,False
37,loma lookboonmee,angela hill,155,-175,2020-02-22,"Auckland, New Zealand", new zealand,Blue,FALSE,Women's Strawweight,female,,auckland,61,5'1,64,5'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-22,angela hill,True,True
38,priscila cachoeira,shana dobson,180,-220,2020-02-22,"Auckland, New Zealand", new zealand,Red,FALSE,Women's Flyweight,female,,auckland,65,5'7,69,5'6,ko/tko,1,3 rnd (5-5-5),00:00:40,keith peterson,2020-02-22,priscila cachoeira,False,True
39,francis ngannou,junior dos santos,-220,180,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Heavyweight,male,,"minneapolis, minnesota",83,6'4,77,6'4,ko/tko,1,5 rnd (5-5-5-5-5),00:01:11,keith peterson,2019-06-29,francis ngannou,True,True
40,jussier formiga,joseph benavidez,105,-125,2019-06-29,"Minneapolis, Minnesota, USA", usa,Blue,FALSE,Flyweight,male,,"minneapolis, minnesota",67,5'5,65,5'4,ko/tko,2,3 rnd (5-5-5),00:09:47,keith peterson,2019-06-29,joseph benavidez,False,False
41,roosevelt roberts,vinc pichel,-245,205,2019-06-29,"Minneapolis, Minnesota, USA", usa,Blue,FALSE,Lightweight,male,,"minneapolis, minnesota",73,6'2,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-29,vinc pichel,False,False
42,drew dober,marco polo reyes,-430,345,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Lightweight,male,,"minneapolis, minnesota",70,5'8,71,5'11,ko/tko,1,3 rnd (5-5-5),00:01:07,keith peterson,2019-06-29,drew dober,False,False
43,alonzo menifield,paul craig,-350,290,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Light Heavyweight,male,,"minneapolis, minnesota",76,6'0,76,6'3,ko/tko,1,3 rnd (5-5-5),00:03:19,keith peterson,2019-06-29,alonzo menifield,True,False
44,ricardo ramos,journey newson,-380,315,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Bantamweight,male,,"minneapolis, minnesota",72,5'9,67,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-29,ricardo ramos,True,True
45,eryk anders,vinicius moreira,-300,250,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Light Heavyweight,male,,"minneapolis, minnesota",75,6'1,76,6'4,ko/tko,1,3 rnd (5-5-5),00:01:18,keith peterson,2019-06-29,eryk anders,False,False
46,jared gordon,dan moret,-350,290,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Lightweight,male,,"minneapolis, minnesota",68,5'9,73,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-29,jared gordon,False,False
47,dalcha lungiambula,dequan townsend,-420,335,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Light Heavyweight,male,,"minneapolis, minnesota",76,5'8,79,6'3,ko/tko,3,3 rnd (5-5-5),00:10:42,keith peterson,2019-06-29,dalcha lungiambula,False,False
48,emily whitmire,amanda ribas,-175,155,2019-06-29,"Minneapolis, Minnesota, USA", usa,Blue,FALSE,Women's Strawweight,female,,"minneapolis, minnesota",63,5'5,66,5'3,submission,2,3 rnd (5-5-5),00:07:10,keith peterson,2019-06-29,amanda ribas,True,False
49,maurice greene,junior albini,-125,105,2019-06-29,"Minneapolis, Minnesota, USA", usa,Red,FALSE,Heavyweight,male,,"minneapolis, minnesota",80,6'7,74,6'3,ko/tko,1,3 rnd (5-5-5),00:03:38,keith peterson,2019-06-29,maurice greene,True,True
50,renato moicano,chan sung jung,-220,180,2019-06-22,"Greenville, South Carolina, USA", usa,Blue,FALSE,Featherweight,male,,"greenville, south carolina",72,5'11,72,5'7,ko/tko,1,5 rnd (5-5-5-5-5),00:00:58,keith peterson,2019-06-22,chan sung jung,False,False
51,bryan barberena,randy brown,-235,195,2019-06-22,"Greenville, South Carolina, USA", usa,Blue,FALSE,Welterweight,male,,"greenville, south carolina",72,6'0,78,6'3,ko/tko,3,3 rnd (5-5-5),00:12:54,keith peterson,2019-06-22,randy brown,True,True
52,andre ewell,anderson dos santos,-140,120,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Bantamweight,male,,"greenville, south carolina",75,5'8,70,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,andre ewell,True,True
53,andrea lee,montana de la rosa,-185,160,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Women's Flyweight,female,,"greenville, south carolina",69,5'6,68,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,andrea lee,True,False
54,kevin holland,alessio di chirico,-230,190,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Middleweight,male,,"greenville, south carolina",81,6'3,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,kevin holland,True,True
55,dan ige,kevin aguilar,120,-140,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Featherweight,male,,"greenville, south carolina",71,5'7,73,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,dan ige,False,True
56,ashley yoder,syuri kondo,-140,120,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Women's Strawweight,female,,"greenville, south carolina",69,5'7,66,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,ashley yoder,True,True
57,matt wiman,luis pena,315,-380,2019-06-22,"Greenville, South Carolina, USA", usa,Blue,FALSE,Lightweight,male,,"greenville, south carolina",68,5'10,75,6'3,ko/tko,3,3 rnd (5-5-5),00:11:14,keith peterson,2019-06-22,luis pena,True,True
58,allen crowder,jairzinho rozenstruik,190,-230,2019-06-22,"Greenville, South Carolina, USA", usa,Blue,FALSE,Heavyweight,male,,"greenville, south carolina",76,6'3,78,6'4,ko/tko,1,3 rnd (5-5-5),00:00:09,keith peterson,2019-06-22,jairzinho rozenstruik,True,True
59,ariane lipski,molly mccann,-255,215,2019-06-22,"Greenville, South Carolina, USA", usa,Blue,FALSE,Women's Flyweight,female,,"greenville, south carolina",67,5'6,62,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,molly mccann,False,False
60,deron winn,eric spicely,-360,300,2019-06-22,"Greenville, South Carolina, USA", usa,Red,FALSE,Middleweight,male,,"greenville, south carolina",70,5'6,73,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-06-22,deron winn,False,False
61,jon jones,thiago santos,-670,485,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,TRUE,Light Heavyweight,male,,"las vegas, nevada",84,6'4,76,6'2,decision - split,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2019-07-06,jon jones,True,True
62,amanda nunes,holly holm,-360,300,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,TRUE,Women's Bantamweight,female,,"las vegas, nevada",69,5'8,69,5'8,ko/tko,1,5 rnd (5-5-5-5-5),00:04:10,keith peterson,2019-07-06,amanda nunes,True,True
63,jorge masvidal,ben askren,180,-220,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,FALSE,Welterweight,male,,"las vegas, nevada",74,5'11,73,5'11,ko/tko,1,3 rnd (5-5-5),00:00:05,keith peterson,2019-07-06,jorge masvidal,True,True
64,jan blachowicz,luke rockhold,220,-260,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,FALSE,Light Heavyweight,male,,"las vegas, nevada",78,6'2,77,6'3,ko/tko,2,3 rnd (5-5-5),00:06:39,keith peterson,2019-07-06,jan blachowicz,True,False
65,diego sanchez,michael chiesa,315,-380,2019-07-06,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Welterweight,male,,"las vegas, nevada",72,5'10,75,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-06,michael chiesa,True,True
66,gilbert melendez,arnold allen,260,-320,2019-07-06,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Featherweight,male,,"las vegas, nevada",73,5'9,70,5'8,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-06,arnold allen,False,False
67,marlon vera,nohelin hernandez,-470,375,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,FALSE,Bantamweight,male,,"las vegas, nevada",70,5'8,71,5'10,submission,2,3 rnd (5-5-5),00:08:25,keith peterson,2019-07-06,marlon vera,False,False
68,alejandro perez,song yadong,185,-225,2019-07-06,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Bantamweight,male,,"las vegas, nevada",67,5'6,67,5'8,ko/tko,1,3 rnd (5-5-5),00:02:04,keith peterson,2019-07-06,song yadong,False,True
69,edmen shahbazyan,jack marshman,-570,480,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,FALSE,Middleweight,male,,"las vegas, nevada",74,6'2,73,6'0,submission,1,3 rnd (5-5-5),00:01:12,keith peterson,2019-07-06,edmen shahbazyan,True,True
70,ismail naurdiev,chance rencountre,-570,435,2019-07-06,"Las Vegas, Nevada, USA", usa,Blue,FALSE,Welterweight,male,,"las vegas, nevada",74,5'10,75,6'2,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-06,chance rencountre,True,True
71,julia avila,pannie kianzad,-250,210,2019-07-06,"Las Vegas, Nevada, USA", usa,Red,FALSE,Women's Bantamweight,female,,"las vegas, nevada",68,5'7,66,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-06,julia avila,True,True
72,corey anderson,jan blachowicz,-235,195,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Light Heavyweight,male,,"rio rancho, new mexico",79,6'3,78,6'2,ko/tko,1,5 rnd (5-5-5-5-5),00:03:08,keith peterson,2020-02-15,jan blachowicz,False,False
73,diego sanchez,michel pereira,135,-155,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Welterweight,male,,"rio rancho, new mexico",72,5'10,73,6'1,dq,3,3 rnd (5-5-5),00:13:09,keith peterson,2020-02-15,diego sanchez,False,False
74,montana de la rosa,mara romero borella,-175,155,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Women's Flyweight,female,,"rio rancho, new mexico",68,5'7,69,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,montana de la rosa,False,True
75,brok weaver,kazula vargas,-270,230,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Lightweight,male,,"rio rancho, new mexico",73,6'0,71,5'8,dq,1,3 rnd (5-5-5),00:04:02,keith peterson,2020-02-15,brok weaver,True,True
76,rogerio bontorin,ray borg,130,-150,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Flyweight,male,,"rio rancho, new mexico",67,5'5,63,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,ray borg,False,False
77,lando vannata,yancy medeiros,-120,100,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Lightweight,male,,"rio rancho, new mexico",71,5'9,75,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,lando vannata,False,False
78,tim means,daniel rodriguez,-345,285,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Welterweight,male,,"rio rancho, new mexico",75,6'2,74,6'1,submission,2,3 rnd (5-5-5),00:08:37,keith peterson,2020-02-15,daniel rodriguez,False,False
79,john dodson,nathaniel wood,130,-150,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Bantamweight,male,,"rio rancho, new mexico",66,5'3,69,5'6,ko/tko,3,3 rnd (5-5-5),00:10:16,keith peterson,2020-02-15,john dodson,False,False
80,jim miller,scott holtzman,115,-135,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Lightweight,male,,"rio rancho, new mexico",71,5'8,69,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,scott holtzman,False,True
81,devin clark,dequan townsend,-400,325,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Light Heavyweight,male,,"rio rancho, new mexico",75,6'0,79,6'3,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,devin clark,False,False
82,casey kenney,merab dvalishvili,150,-170,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Bantamweight,male,,"rio rancho, new mexico",68,5'7,68,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,merab dvalishvili,False,False
83,macy chiasson,shanna young,-800,550,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Red,FALSE,Women's Bantamweight,female,,"rio rancho, new mexico",72,5'11,65,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-15,macy chiasson,True,True
84,mark de la rosa,raulian paiva,205,-245,2020-02-15,"Rio Rancho, New Mexico, USA", usa,Blue,FALSE,Flyweight,male,,"rio rancho, new mexico",65,5'6,69,5'8,ko/tko,2,3 rnd (5-5-5),00:09:42,keith peterson,2020-02-15,raulian paiva,True,True
85,germaine de randamie,aspen ladd,100,-120,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Women's Bantamweight,female,,"sacramento, california",71,5'9,66,5'6,ko/tko,1,5 rnd (5-5-5-5-5),00:00:16,keith peterson,2019-07-13,germaine de randamie,True,True
86,urijah faber,ricky simon,320,-355,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Bantamweight,male,,"sacramento, california",67,5'6,69,5'6,ko/tko,1,3 rnd (5-5-5),00:00:46,keith peterson,2019-07-13,urijah faber,False,True
87,josh emmett,mirsad bektic,150,-170,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Featherweight,male,,"sacramento, california",70,5'6,70,5'8,ko/tko,1,3 rnd (5-5-5),00:04:25,keith peterson,2019-07-13,josh emmett,True,False
88,karl roberson,wellington turman,-220,180,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Middleweight,male,,"sacramento, california",74,6'1,72,6'0,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,karl roberson,True,True
89,marvin vettori,cezar ferreira,-220,180,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Middleweight,male,,"sacramento, california",74,6'0,78,6'1,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,marvin vettori,False,False
90,andre fili,sheymon moraes,-160,140,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Featherweight,male,,"sacramento, california",74,5'11,72,5'8,ko/tko,1,3 rnd (5-5-5),00:03:07,keith peterson,2019-07-13,andre fili,True,True
91,julianna pena,nicco montano,-250,210,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Women's Bantamweight,female,,"sacramento, california",69,5'6,65,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,julianna pena,True,True
92,darren elkins,ryan hall,-115,-105,2019-07-13,"Sacramento, California, USA", usa,Blue,FALSE,Featherweight,male,,"sacramento, california",71,5'10,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,ryan hall,False,False
93,livinha souza,brianna van buren,-115,-105,2019-07-13,"Sacramento, California, USA", usa,Blue,FALSE,Women's Strawweight,female,,"sacramento, california",63,5'3,62,5'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,brianna van buren,False,False
94,benito lopez,vince morales,-105,-105,2019-07-13,"Sacramento, California, USA", usa,Red,FALSE,Bantamweight,male,,"sacramento, california",73,5'10,70,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-13,benito lopez,True,True
95,rafael dos anjos,leon edwards,-110,-110,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Welterweight,male,,"san antonio, texas",70,5'8,74,6'2,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2019-07-20,leon edwards,True,True
96,aleksei oleinik,walt harris,130,-150,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Heavyweight,male,,"san antonio, texas",80,6'2,77,6'5,ko/tko,1,3 rnd (5-5-5),00:00:12,keith peterson,2019-07-20,walt harris,False,True
97,greg hardy,juan adams,-105,-115,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Heavyweight,male,,"san antonio, texas",80,6'5,80,6'5,ko/tko,1,3 rnd (5-5-5),00:00:45,keith peterson,2019-07-20,greg hardy,True,True
98,james vick,dan hooker,105,-125,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Lightweight,male,,"san antonio, texas",76,6'3,75,6'0,ko/tko,1,3 rnd (5-5-5),00:02:33,keith peterson,2019-07-20,dan hooker,False,False
99,alexander hernandez,francisco trinaldo,-250,210,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Lightweight,male,,"san antonio, texas",72,5'9,70,5'9,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,alexander hernandez,True,True
100,andrei arlovski,ben rothwell,155,-175,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Heavyweight,male,,"san antonio, texas",77,6'3,78,6'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,andrei arlovski,False,False
101,alex caceres,steven peterson,-115,-105,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Featherweight,male,,"san antonio, texas",73,5'10,70,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,alex caceres,True,True
102,raquel pennington,irene aldana,115,-135,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Women's Bantamweight,female,,"san antonio, texas",67,5'7,68,5'9,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,raquel pennington,False,False
103,sam alvey,klidson abreu,145,-165,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Light Heavyweight,male,,"san antonio, texas",75,6'2,74,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,klidson abreu,False,False
104,roxanne modafferi,jennifer maia,110,-130,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Women's Flyweight,female,,"san antonio, texas",69,5'7,64,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,jennifer maia,False,False
105,ray borg,gabriel silva,-185,160,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Bantamweight,male,,"san antonio, texas",63,5'4,71,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,ray borg,False,False
106,mario bautista,jin soo son,150,-170,2019-07-20,"San Antonio, Texas, USA", usa,Red,FALSE,Bantamweight,male,,"san antonio, texas",69,5'9,69,5'6,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,mario bautista,True,True
107,domingo pilarte,felipe colares,-400,325,2019-07-20,"San Antonio, Texas, USA", usa,Blue,FALSE,Bantamweight,male,,"san antonio, texas",73,6'0,69,5'8,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-20,felipe colares,False,False
108,max holloway,frankie edgar,-335,275,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,TRUE,Featherweight,male,,"edmonton, alberta",69,5'11,68,5'6,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2019-07-27,max holloway,True,True
109,geoff neal,niko price,-335,275,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,FALSE,Welterweight,male,,"edmonton, alberta",75,5'11,76,6'0,ko/tko,2,3 rnd (5-5-5),00:07:39,keith peterson,2019-07-27,geoff neal,False,True
110,olivier aubin-mercier,arman tsarukyan,145,-165,2019-07-27,"Edmonton, Alberta, Canada", canada,Blue,FALSE,Lightweight,male,,"edmonton, alberta",70,5'9,72,5'7,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-27,arman tsarukyan,True,False
111,alexis davis,viviane araujo,165,-190,2019-07-27,"Edmonton, Alberta, Canada", canada,Blue,FALSE,Women's Flyweight,female,,"edmonton, alberta",68,5'6,68,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-27,viviane araujo,False,False
112,hakeem dawodu,yoshinori horie,-440,350,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,FALSE,Featherweight,male,,"edmonton, alberta",73,5'8,70,5'8,ko/tko,3,3 rnd (5-5-5),00:14:09,keith peterson,2019-07-27,hakeem dawodu,True,True
113,gavin tucker,seungwoo choi,120,-140,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,FALSE,Featherweight,male,,"edmonton, alberta",66,5'6,74,6'0,submission,3,3 rnd (5-5-5),00:13:17,keith peterson,2019-07-27,gavin tucker,False,False
114,alexandre pantoja,deiveson figueiredo,-140,120,2019-07-27,"Edmonton, Alberta, Canada", canada,Blue,FALSE,Flyweight,male,,"edmonton, alberta",67,5'5,68,5'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-27,deiveson figueiredo,True,False
115,gillian robertson,sarah frota,-150,130,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,FALSE,Women's Flyweight,female,,"edmonton, alberta",63,5'5,69,5'6,ko/tko,2,3 rnd (5-5-5),00:09:13,keith peterson,2019-07-27,gillian robertson,False,False
116,erik koch,kyle stewart,-140,120,2019-07-27,"Edmonton, Alberta, Canada", canada,Red,FALSE,Welterweight,male,,"edmonton, alberta",71,5'10,76,6'0,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-07-27,erik koch,False,True
117,colby covington,robbie lawler,-300,250,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Welterweight,male,,"newark, new jersey",72,5'11,74,5'11,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2019-08-03,colby covington,False,True
118,jim miller,clay guida,-140,130,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Lightweight,male,,"newark, new jersey",71,5'8,70,5'7,submission,1,3 rnd (5-5-5),00:00:58,keith peterson,2019-08-03,jim miller,True,True
119,joaquim silva,nasrat haqparast,315,-380,2019-08-03,"Newark, New Jersey, USA", usa,Blue,FALSE,Lightweight,male,,"newark, new jersey",69,5'8,72,5'10,ko/tko,2,3 rnd (5-5-5),00:05:36,keith peterson,2019-08-03,nasrat haqparast,True,True
120,trevin giles,gerald meerschaert,-170,150,2019-08-03,"Newark, New Jersey, USA", usa,Blue,FALSE,Middleweight,male,,"newark, new jersey",74,6'0,77,6'1,submission,3,3 rnd (5-5-5),00:11:49,keith peterson,2019-08-03,gerald meerschaert,True,True
121,scott holtzman,dong hyun ma,-390,320,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Lightweight,male,,"newark, new jersey",69,5'9,70,5'11,tko - doctor's stoppage,2,3 rnd (5-5-5),00:10:00,keith peterson,2019-08-03,scott holtzman,False,False
122,darko stosic,kennedy nzechukwu,-120,100,2019-08-03,"Newark, New Jersey, USA", usa,Blue,FALSE,Light Heavyweight,male,,"newark, new jersey",76,6'0,83,6'5,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-08-03,kennedy nzechukwu,True,True
123,mickey gall,salim touahri,100,-120,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Welterweight,male,,"newark, new jersey",74,6'2,72,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-08-03,mickey gall,True,True
124,antonina shevchenko,lucie pudilova,-160,140,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Women's Flyweight,female,,"newark, new jersey",67,5'8,67,5'8,submission,2,3 rnd (5-5-5),00:06:20,keith peterson,2019-08-03,antonina shevchenko,True,True
125,jordan espinosa,matt schnell,-155,145,2019-08-03,"Newark, New Jersey, USA", usa,Blue,FALSE,Flyweight,male,,"newark, new jersey",69,5'6,70,5'8,submission,1,3 rnd (5-5-5),00:01:23,keith peterson,2019-08-03,matt schnell,True,True
126,lauren murphy,mara romero borella,180,-220,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Women's Flyweight,female,,"newark, new jersey",67,5'5,69,5'6,ko/tko,3,3 rnd (5-5-5),00:11:46,keith peterson,2019-08-03,lauren murphy,False,False
127,claudio silva,cole williams,-550,425,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Welterweight,male,,"newark, new jersey",71,5'11,73,6'0,submission,1,3 rnd (5-5-5),00:02:35,keith peterson,2019-08-03,claudio silva,False,True
128,miranda granger,hannah goldy,-105,-115,2019-08-03,"Newark, New Jersey, USA", usa,Red,FALSE,Women's Flyweight,female,,"newark, new jersey",68,5'7,61,5'4,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2019-08-03,miranda granger,True,True
129,jon jones,dominick reyes,-460,365,2020-02-08,"Houston, Texas, USA", usa,Red,TRUE,Light Heavyweight,male,,"houston, texas",84,6'4,77,6'4,decision - unanimous,5,5 rnd (5-5-5-5-5),00:25:00,keith peterson,2020-02-08,jon jones,True,True
130,valentina shevchenko,katlyn chookagian,-920,610,2020-02-08,"Houston, Texas, USA", usa,Red,TRUE,Women's Flyweight,female,,"houston, texas",66,5'5,68,5'9,ko/tko,3,5 rnd (5-5-5-5-5),00:11:03,keith peterson,2020-02-08,valentina shevchenko,False,False
131,juan adams,justin tafa,-240,200,2020-02-08,"Houston, Texas, USA", usa,Blue,FALSE,Heavyweight,male,,"houston, texas",80,6'5,74,6'0,ko/tko,1,3 rnd (5-5-5),00:01:59,keith peterson,2020-02-08,justin tafa,False,False
132,mirsad bektic,dan ige,-125,105,2020-02-08,"Houston, Texas, USA", usa,Blue,FALSE,Featherweight,male,,"houston, texas",70,5'8,71,5'7,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-08,dan ige,True,False
133,derrick lewis,ilir latifi,-225,185,2020-02-08,"Houston, Texas, USA", usa,Red,FALSE,Heavyweight,male,,"houston, texas",79,6'3,73,5'10,decision - unanimous,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-08,derrick lewis,True,True
134,trevin giles,james krause,-170,130,2020-02-08,"Houston, Texas, USA", usa,Red,FALSE,Middleweight,male,,"houston, texas",74,6'0,73,6'2,decision - split,3,3 rnd (5-5-5),00:15:00,keith peterson,2020-02-08,trevin giles,True,False
